symbol,ask,bid,previousClose,open,dividendYield,dividendPerShare,dividendPayDate,exDividendDate,tradeDate,lastTradeDate,lastTradeTime,earningPerShare,EPSEstimateCurrentYear,EPSEstimateNextYear,EPSEstimateNextQuarter,bookValue,EBITDA,priceSale,priceBook,pe,peg,peCurrentYear,peNextYear,shortRatio,revenue,holdingsValue,dayValueChange,holdingGainPercent,annualizedGain,holdingsGain,askSize,bidSize,lastTradeSize,averageDailyVolume,marketCapitalization,floatShares,name,sharesOwned,stockExchange,sharesOutstanding,commission,oneYearTargetPrice,
"DGLD",N/A,82.82,87.56,85.69,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:59pm",N/A,N/A,N/A,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,200,16631,N/A,N/A,"VS 3X INV GOLD",N/A,"PCX",N/A,N/A,N/A
"DSLV",N/A,58.56,61.85,60.87,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:58pm",N/A,N/A,N/A,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300,300,41181,N/A,N/A,"VS 3X INV SILVER",N/A,"PCX",N/A,N/A,N/A
"UGLD",10.500,8.900,8.700,8.900,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:58pm",N/A,N/A,N/A,0.000,0.000,N/A,N/A,N/A,N/A,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000,500,3300,157488,N/A,N/A,"VS 3X GOLD",N/A,"PCX",N/A,N/A,N/A
"USLV",15.75,15.27,14.87,15.12,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:59pm",N/A,N/A,N/A,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,1500,325,587273,N/A,N/A,"VS 3X SILVER",N/A,"PCX",N/A,N/A,N/A
"JOBS",34.30,24.25,29.27,28.81,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",1.49,1.60,1.90,0.44,10.04,93.25M,5.79,2.92,24.32,0.91,18.27,15.38,7.70,299.38M,N/A,N/A,N/A,N/A,N/A,100,100,442,184642,1.73B,20305000,"51job, Inc.",N/A,"NMS",59255000,N/A,35.50
"SIXD",6.30,4.27,5.66,5.64,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.00,N/A,N/A,0.00,0.10,-112057.00,35.65,55.49,N/A,0.00,N/A,N/A,3.40,12.42M,N/A,N/A,N/A,N/A,N/A,100,100,1303,118186,412.19M,54714000,"6D GLOBAL TECHNOLOGI",N/A,"NCM",78215000,N/A,N/A
"CAFD",15.60,15.50,14.22,14.92,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.15,-0.28,0.22,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,100,200,3173,980597,N/A,N/A,N/A,N/A,"NMS",N/A,N/A,22.63
"EGHT",9.88,N/A,8.16,8.20,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",0.01,0.15,0.21,0.03,3.12,9.75M,4.19,2.62,831.00,3.00,55.40,39.57,5.90,172.39M,N/A,N/A,N/A,N/A,N/A,100,N/A,14032,679755,736.25M,86577000,"8x8 Inc",N/A,"NMS",88598000,N/A,11.28
"AVHI",16.90,11.94,14.17,14.02,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.33,0.07,0.86,0.34,12.49,8.48M,0.96,1.13,N/A,10.12,204.57,16.65,4.50,328.82M,N/A,N/A,N/A,N/A,N/A,100,100,847,59377,319.89M,11132000,"A V Homes, Inc.",N/A,"NMS",22339000,N/A,19.50
"SHLM",N/A,30.10,35.21,34.98,2.30,0.82,"8/3/2015","7/13/2015",N/A,"8/12/2015","4:00pm",0.58,2.39,3.03,0.65,19.52,158.48M,0.44,1.80,59.91,0.91,14.64,11.55,4.30,2.35B,N/A,N/A,N/A,N/A,N/A,N/A,100,1786,169033,1.02B,28478000,"A. Schulman, Inc.",N/A,"NMS",29218000,N/A,48.25
"AAON",24.77,19.00,23.01,22.71,1.00,0.22,"7/1/2015","6/10/2015",N/A,"8/12/2015","4:00pm",0.78,0.86,1.15,0.23,3.45,82.08M,3.52,6.66,29.38,2.22,26.65,19.93,11.00,354.69M,N/A,N/A,N/A,N/A,N/A,600,100,2092,153156,1.24B,40768000,"AAON, Inc.",N/A,"NMS",54230000,N/A,24.00
"ABAX",49.00,N/A,48.49,48.26,0.90,0.44,"9/17/2015","6/2/2015",N/A,"8/12/2015","4:00pm",1.29,1.26,1.54,0.33,9.93,44.22M,5.18,4.88,37.36,1.94,38.31,31.34,27.30,211.63M,N/A,N/A,N/A,N/A,N/A,100,N/A,7156,170072,1.09B,21652000,"ABAXIS, Inc.",N/A,"NMS",22624000,N/A,63.57
"ABY",23.68,19.65,22.71,21.80,6.90,1.60,"9/15/2015","5/27/2015",N/A,"8/12/2015","4:00pm",0.29,1.16,1.93,-0.02,22.79,357.62M,4.50,1.00,80.58,0.00,20.35,12.23,6.30,505.81M,N/A,N/A,N/A,N/A,N/A,400,500,10984,770631,2.37B,50970000,"Abengoa Yield plc",N/A,"NMS",100217000,N/A,37.56
"ABGB",N/A,5.25,5.72,5.49,10.70,0.61,"4/24/2015","4/14/2015",N/A,"8/12/2015","4:00pm",0.08,1.33,2.04,0.00,1.02,1.53B,1.24,5.63,63.98,0.20,3.87,2.52,3.90,8.13B,N/A,N/A,N/A,N/A,N/A,N/A,100,233,64131,9.07B,1020381000,"Abengoa, S.A.",N/A,"NMS",1760825000,N/A,18.26
"ABEO",6.18,5.70,5.92,5.81,N/A,N/A,N/A,"3/31/2000",N/A,"8/12/2015","4:00pm",-4.42,-0.39,-0.54,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,1000,200,1111,1418160,N/A,N/A,N/A,N/A,"NCM",N/A,N/A,15.33
"ABEOW",2.59,N/A,2.26,2.26,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:39pm",N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,300,N/A,100,N/A,N/A,N/A,N/A,N/A,"NCM",N/A,N/A,N/A
"ABMD",N/A,58.90,100.95,100.00,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",2.82,0.76,1.08,0.19,7.39,49.81M,16.51,13.66,35.65,7.52,132.43,93.19,7.00,254.93M,N/A,N/A,N/A,N/A,N/A,N/A,300,17637,718972,4.20B,35974000,"ABIOMED, Inc.",N/A,"NMS",41695000,N/A,89.63
"AXAS",2.75,1.85,1.84,1.82,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",0.46,-0.02,0.13,-0.01,1.94,97.82M,1.71,0.95,4.17,-4.84,N/A,14.77,6.20,112.67M,N/A,N/A,N/A,N/A,N/A,100,8000,12993,1196380,200.49M,95258000,"Abraxas Petroleum Corporation",N/A,"NCM",104420000,N/A,3.22
"ACTG",10.20,7.36,8.86,8.76,5.60,0.50,"8/31/2015","8/3/2015",N/A,"8/12/2015","4:00pm",-0.93,0.70,0.91,0.26,9.53,17.53M,3.07,0.93,N/A,0.63,12.69,9.76,16.30,142.77M,N/A,N/A,N/A,N/A,N/A,100,100,12881,452575,438.88M,48482000,"Acacia Research Corporation",N/A,"NMS",49423000,N/A,18.00
"ACHC",81.900,N/A,80.280,80.030,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",1.535,2.180,2.670,0.600,23.603,300.87M,4.082,3.401,52.362,1.840,36.869,30.103,3.600,1.41B,N/A,N/A,N/A,N/A,N/A,200,N/A,11012,719456,5.76B,51459000,"Acadia Healthcare Company, Inc.",N/A,"NMS",71637000,N/A,92.620
"ACAD",40.39,N/A,38.05,37.40,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.34,-1.49,-1.09,-0.34,2.55,-124.07M,57196.53,14.95,N/A,-1.32,N/A,N/A,13.10,67000.00,N/A,N/A,N/A,N/A,N/A,200,N/A,41618,1118330,3.96B,79949000,"ACADIA Pharmaceuticals Inc.",N/A,"NMS",100714000,N/A,47.00
"ACST",0.88,N/A,0.37,0.34,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:59pm",-0.03,-0.14,-0.11,0.00,0.23,-7.37M,238.84,1.62,N/A,0.00,N/A,N/A,0.30,167079.00,N/A,N/A,N/A,N/A,N/A,10000,N/A,100,92925,41.58M,50937000,"Acasti Pharma, Inc.",N/A,"NCM",106613000,N/A,2.75
"AXDX",N/A,19.89,21.23,21.09,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.87,-0.93,-1.28,-0.25,1.10,-38.13M,7417.56,19.23,N/A,0.00,N/A,N/A,31.20,128000.00,N/A,N/A,N/A,N/A,N/A,N/A,200,1329,163091,907.41M,20323000,"Accelerate Diagnostics, Inc.",N/A,"NCM",44722000,N/A,N/A
"XLRN",35.00,N/A,28.44,28.15,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.56,-1.17,-1.41,-0.08,4.23,-52.95M,54.08,6.73,N/A,0.00,N/A,N/A,8.70,17.39M,N/A,N/A,N/A,N/A,N/A,300,N/A,1703,161522,948.46M,26364000,"Acceleron Pharma Inc.",N/A,"NGM",33059000,N/A,57.67
"ANCX",19.00,18.94,19.24,19.00,3.10,0.60,"8/25/2015","7/30/2015",N/A,"8/12/2015","4:00pm",1.53,1.39,1.33,0.33,9.94,0.00,3.28,1.94,12.41,1.75,13.64,14.26,2.10,61.64M,N/A,N/A,N/A,N/A,N/A,300,500,192,63894,199.44M,6711000,"Access National Corporation",N/A,"NGM",10519000,N/A,21.00
"ARAY",6.76,6.40,6.60,6.53,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.57,-0.49,-0.15,-0.11,0.97,-8.48M,1.37,6.82,N/A,-0.37,N/A,N/A,14.40,380.05M,N/A,N/A,N/A,N/A,N/A,8000,800,15820,1064500,512.62M,73454000,"Accuray Incorporated",N/A,"NMS",78986000,N/A,10.38
"VXDN",18.54,N/A,16.39,16.00,N/A,N/A,"7/22/2015",N/A,N/A,"8/12/2015","3:39pm",N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,1100,11828,N/A,N/A,N/A,N/A,"NGM",N/A,N/A,N/A
"VXUP",20.50,17.07,17.42,17.96,N/A,N/A,"6/22/2015","6/16/2015",N/A,"8/12/2015","3:41pm",N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,100,2000,1300,31843,N/A,N/A,N/A,N/A,"NGM",N/A,N/A,N/A
"ACRX",4.75,4.43,4.46,4.38,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.90,-0.53,-0.74,0.03,0.75,-34.07M,27.66,5.93,N/A,0.00,N/A,N/A,12.60,7.16M,N/A,N/A,N/A,N/A,N/A,500,1000,1870,597972,201.90M,24713000,"AcelRx Pharmaceuticals, Inc.",N/A,"NGM",44374000,N/A,5.50
"ACET",26.20,24.31,25.23,24.96,1.00,0.24,"6/25/2015","6/9/2015",N/A,"8/12/2015","4:00pm",0.88,1.04,1.26,0.26,8.26,57.71M,1.36,3.06,29.02,1.21,24.59,20.29,6.10,539.94M,N/A,N/A,N/A,N/A,N/A,1000,100,3052,158284,744.47M,28266000,"Aceto Corporation",N/A,"NMS",29115000,N/A,28.50
"AKAO",7.22,N/A,6.93,6.88,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.28,-1.35,-1.84,-0.49,3.33,-19.99M,4.88,2.08,N/A,0.00,N/A,N/A,2.20,25.70M,N/A,N/A,N/A,N/A,N/A,200,N/A,700,169633,116.30M,9870000,"Achaogen, Inc.",N/A,"NGM",18115000,N/A,16.14
"ACHN",8.10,7.71,7.31,7.20,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.80,-0.58,-0.61,-0.11,1.38,-85.44M,1208.45,5.28,N/A,-0.72,N/A,N/A,9.60,711000.00,N/A,N/A,N/A,N/A,N/A,500,800,48031,3148210,921.51M,90734000,"Achillion Pharmaceuticals, Inc.",N/A,"NMS",117539000,N/A,15.44
"ACIW",26.62,18.86,22.63,22.62,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",0.76,0.79,0.81,0.48,5.08,212.37M,2.57,4.45,30.00,2.87,28.78,28.07,6.20,1.04B,N/A,N/A,N/A,N/A,N/A,100,100,34192,650827,2.68B,115319000,"ACI Worldwide, Inc.",N/A,"NMS",117797000,N/A,25.50
"ACNB",20.7500,N/A,20.7842,20.5000,3.8000,0.8000,"9/15/2015","5/28/2015",N/A,"8/12/2015","3:43pm",1.7360,N/A,N/A,0.0000,18.7230,0.00,2.6733,1.1101,11.7800,0.0000,N/A,N/A,3.8000,46.88M,N/A,N/A,N/A,N/A,N/A,300,N/A,188,2422,123.31M,5867000,"ACNB Corporation",N/A,"NCM",6030000,N/A,N/A
"ACOR",32.50,31.75,31.93,31.47,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",0.24,0.72,0.90,0.12,13.09,59.66M,3.13,2.44,132.93,1.53,44.68,35.74,11.30,437.39M,N/A,N/A,N/A,N/A,N/A,1100,100,14611,532331,1.38B,41954000,"Acorda Therapeutics, Inc.",N/A,"NMS",42817000,N/A,44.00
"ACTS",1.43,N/A,1.38,1.40,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.47,-0.03,N/A,0.00,3.70,-32.54M,1.64,0.37,N/A,0.00,N/A,N/A,0.50,49.43M,N/A,N/A,N/A,N/A,N/A,200,N/A,100,59698,83.23M,35592000,"Actions Semiconductor Co., Ltd.",N/A,"NMS",58611000,N/A,1.15
"ACPW",3.52,N/A,1.88,1.89,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.28,-0.10,-0.05,0.01,0.76,-4.59M,0.75,2.47,N/A,-1.00,N/A,N/A,4.00,58.03M,N/A,N/A,N/A,N/A,N/A,100,N/A,100,63394,43.44M,16877000,"Active Power, Inc.",N/A,"NCM",23107000,N/A,3.00
"ATVI",30.00,27.63,28.46,28.21,0.80,0.23,"5/13/2015","3/26/2015",N/A,"8/12/2015","4:00pm",1.27,1.33,1.55,0.89,10.70,1.41B,4.46,2.66,22.53,2.01,21.55,18.49,6.50,4.65B,N/A,N/A,N/A,N/A,N/A,100,300,202772,6266940,20.89B,335553000,"Activision Blizzard, Inc",N/A,"NMS",729020000,N/A,31.71
"ACTA",14.39,11.53,13.66,13.98,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.82,-0.38,-0.16,-0.09,11.46,-44.60M,4.55,1.19,N/A,-2.04,N/A,N/A,5.90,111.51M,N/A,N/A,N/A,N/A,N/A,300,100,6499,155030,515.64M,33065000,"Actua Corporation",N/A,"NMS",37123000,N/A,22.88
"ACUR",0.70,N/A,0.66,0.65,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.16,-0.05,0.04,-0.02,0.13,-6.53M,5.35,4.96,N/A,0.00,N/A,16.25,0.30,6.07M,N/A,N/A,N/A,N/A,N/A,2000,N/A,100,244381,31.99M,20138000,"Acura Pharmaceuticals, Inc.",N/A,"NCM",49216000,N/A,2.00
"ACXM",21.00,17.40,20.72,20.50,0.00,0.00,N/A,"8/19/2008",N/A,"8/12/2015","4:00pm",-0.06,0.48,0.67,0.14,9.01,150.59M,1.57,2.30,N/A,4.32,43.67,31.28,10.00,1.03B,N/A,N/A,N/A,N/A,N/A,500,100,18802,569175,1.63B,76618000,"Acxiom Corporation",N/A,"NMS",77941000,N/A,22.33
"ADMS",30.86,N/A,23.62,23.57,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",0.17,-3.13,-3.08,-0.86,7.76,12.18M,7.53,3.04,133.92,-0.10,N/A,N/A,1.40,55.90M,N/A,N/A,N/A,N/A,N/A,100,N/A,1321,173792,408.15M,11468000,"Adamas Pharmaceuticals, Inc.",N/A,"NGM",17823000,N/A,35.50
"ADMP",5.00,3.00,3.31,3.33,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:59pm",-1.35,-0.87,-0.98,0.00,1.32,-12.10M,N/A,2.50,N/A,0.00,N/A,N/A,8.80,N/A,N/A,N/A,N/A,N/A,N/A,100,1000,100,50186,43.62M,10139000,"Adamis Pharmaceuticals Corporat",N/A,"NCM",13423000,N/A,10.00
"ADAP",15.43,N/A,13.47,13.50,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.67,-0.40,-0.58,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,1292,309702,N/A,N/A,N/A,N/A,"NMS",N/A,N/A,22.00
"ADUS",29.53,N/A,28.33,28.19,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",1.12,1.24,1.49,0.36,12.23,24.52M,0.94,2.32,25.53,1.52,23.16,19.28,2.00,332.02M,N/A,N/A,N/A,N/A,N/A,200,N/A,687,66580,315.60M,6647000,"Addus HomeCare Corporation",N/A,"NMS",10989000,N/A,32.00
"AEY",2.52,N/A,2.38,2.40,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:50pm",0.19,nan,N/A,0.00,3.99,4.41M,0.55,0.60,18.18,0.00,N/A,N/A,0.30,43.66M,N/A,N/A,N/A,N/A,N/A,6000,N/A,1300,9250,24.18M,4744000,"ADDvantage Technologies Group, ",N/A,"NGM",10073000,N/A,7.60
"ADEP",7.20,5.50,7.06,6.93,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.31,-0.35,-0.13,-0.07,1.30,-2.33M,1.70,5.42,N/A,-1.01,N/A,N/A,9.30,54.57M,N/A,N/A,N/A,N/A,N/A,900,300,124,77564,94.05M,10260000,"Adept Technology, Inc.",N/A,"NCM",13172000,N/A,10.70
"ADMA",10.30,N/A,9.10,9.12,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.56,-1.60,-0.17,-0.45,1.25,-13.22M,16.63,7.25,N/A,0.00,N/A,N/A,0.00,5.86M,N/A,N/A,N/A,N/A,N/A,400,N/A,100,10731,96.45M,2124000,"ADMA Biologics Inc",N/A,"NCM",10705000,N/A,20.38
"ADBE",85.08,81.81,83.90,83.16,0.00,0.00,N/A,"3/24/2005",N/A,"8/12/2015","4:00pm",0.72,2.06,3.23,0.64,13.27,920.56M,9.60,6.32,116.42,1.08,40.69,25.95,1.50,4.35B,N/A,N/A,N/A,N/A,N/A,100,100,147898,2778580,41.71B,495634000,"Adobe Systems Incorporated",N/A,"NMS",497645000,N/A,89.32
"ADTN",18.82,13.32,16.19,16.19,2.20,0.36,"8/13/2015","7/28/2015",N/A,"8/12/2015","4:00pm",0.49,0.38,0.70,0.13,9.80,33.72M,1.33,1.65,32.56,1.72,42.24,22.93,1.70,609.85M,N/A,N/A,N/A,N/A,N/A,100,100,9239,610492,801.34M,49655000,"ADTRAN, Inc.",N/A,"NMS",49928000,N/A,17.16
"ADRO",23.31,16.00,23.00,22.72,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.24,0.20,-0.72,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,400,100,2495,272048,N/A,N/A,N/A,N/A,"NMS",N/A,N/A,51.25
"AEIS",28.45,N/A,26.66,26.51,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-4.68,2.02,2.42,0.51,6.35,85.92M,1.91,4.20,N/A,7.76,13.34,11.13,2.90,573.77M,N/A,N/A,N/A,N/A,N/A,200,N/A,N/A,274719,1.11B,40727000,"Advanced Energy Industries, Inc",N/A,"NMS",41019000,N/A,32.43
"AMD",1.92,1.91,1.90,1.88,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-0.92,-0.47,-0.25,-0.09,-0.18,25.00M,0.32,N/A,N/A,0.02,N/A,N/A,6.50,4.64B,N/A,N/A,N/A,N/A,N/A,4900,2000,N/A,16034700,1.48B,633237000,"Advanced Micro Devices",N/A,"NCM",779177000,N/A,2.25
"ADXS",17.00,16.25,14.30,14.32,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.38,-1.53,-1.45,-0.35,1.72,-31.38M,N/A,8.30,N/A,0.00,N/A,N/A,3.70,N/A,N/A,N/A,N/A,N/A,N/A,100,100,11331,1471560,520.55M,24469000,"Advaxis, Inc.",N/A,"NCM",31396000,N/A,29.25
"ADXSW",12.04,11.58,9.67,10.14,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:59pm",N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,400,400,100,N/A,N/A,N/A,"Advaxis, Inc.",N/A,"NCM",N/A,N/A,N/A
"MULT",9000.00,N/A,24.48,N/A,N/A,N/A,N/A,N/A,N/A,"8/4/2015","11:11am",-0.00,N/A,N/A,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,62,N/A,N/A,"AdvisorShares Sunrise Global Mu",N/A,"NIM",N/A,N/A,N/A
"YPRO",23.17,23.05,23.07,N/A,N/A,N/A,"6/30/2015","7/24/2015",N/A,"8/12/2015","2:53pm",N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,3200,2600,600,19580,N/A,N/A,"AdvisorShares YieldPro ETF",N/A,"NGM",N/A,N/A,N/A
"AEGR",18.75,N/A,17.87,17.92,N/A,N/A,N/A,N/A,N/A,"8/12/2015","3:59pm",-1.41,-1.91,-1.00,-0.61,5.24,-3.14M,2.33,3.41,N/A,-1.87,N/A,N/A,12.50,218.97M,N/A,N/A,N/A,N/A,N/A,500,N/A,200,556519,506.76M,16119000,"Aegerion Pharmaceuticals, Inc.",N/A,"NMS",28582000,N/A,24.14
"AEGN",22.22,15.72,18.92,18.84,N/A,N/A,N/A,N/A,N/A,"8/12/2015","4:00pm",-1.18,1.34,1.51,0.44,17.28,131.99M,0.49,1.10,N/A,2.15,14.16,12.57,2.10,1.35B,N/A,N/A,N/A,N/A,N/A,100,100,4708,243312,663.16M,34078000,"Aegion Corp",N/A,"NMS",34940000,N/A,21.00
